InnateDB ID	UNIPROT	ENSEMBL	Entrez ID	RefSeq
130099	Q6P3B2	ENSMUSG00000039568	207740	NP_663334
488872	P85094	ENSMUSG00000086784	664994	NP_001095068
128133	Q99KJ0	ENSMUSG00000020634	217379	NP_663416
133926	Q8BH69	ENSMUSG00000026662	109079	NP_780609
143486	Q8BKT7	ENSMUSG00000034274	107829	NP_766026
127947	Q7M6Y6	ENSMUSG00000022155	223825	NP_001159538
130319	Q99KK7	ENSMUSG00000063904	75221	NP_598564
216826	Q8CJ78	ENSMUSG00000074406	232816	NP_739565
133987	O35386	ENSMUSG00000026664	16922	NP_034856
127842	Q8K4L3	ENSMUSG00000024236	225115	NP_694793
139337	Q8BVG8	ENSMUSG00000035285	269854	NP_958743
139376	Q8BV57	ENSMUSG00000035279	269855	NP_766596
130436	Q8BXR6	ENSMUSG00000024901	240518	NP_766423
143699	P19246	ENSMUSG00000020396	380684	NP_035034
130248	Q8VHN8	ENSMUSG00000022516	66911	NP_080115
130269	Q9CZK6	ENSMUSG00000022515	72615	NP_082577
139476	P0C5K1	ENSMUSG00000030433	381836	NP_001139801
130467	Q9CQF0	ENSMUSG00000024902	66419	NP_079829
486866	P0C5K0	ENSMUSG00000085272	381835	NP_001186970
139545	Q80VM4	ENSMUSG00000051550	68490	NP_081017
130521	Q8BGD7	ENSMUSG00000045903	225872	NP_705781
134095	Q0VBD2	ENSMUSG00000026669	70024	NP_081566
130451	Q3TDK6	ENSMUSG00000022540	66049	NP_573448
139621	Q9D0B1	ENSMUSG00000051184	66056	NP_079600
134122	Q8K3K8	ENSMUSG00000026672	71648	NP_862896
130553	Q61672	ENSMUSG00000024891	13340	NP_031880
139768	Q8BI69	ENSMUSG00000043290	654801	NP_001034621
130612	Q8BWP8	ENSMUSG00000047379	108902	NP_780592
273806	Q99N20	ENSMUSG00000080268	107392	NP_598916
130706	Q4G0F8	ENSMUSG00000039473	170644	NP_080942
130658	Q921Q7	ENSMUSG00000024883	225870	NP_663470
139786	Q9DB38	ENSMUSG00000055633	68992	NP_081176
144056	Q8K5A4	ENSMUSG00000034209	75668	NP_660251
130731	Q91V98	ENSMUSG00000056481	70445	NP_473383
130748	Q6GQT5	ENSMUSG00000061451	381199	NP_001001885
128176	Q80T74	ENSMUSG00000020627	208439	NP_001157965
131744	Q8BVE3	ENSMUSG00000033793	108664	NP_598587
131723	P70172	ENSMUSG00000023073	20494	NP_035518
130763	Q91XB7	ENSMUSG00000024875	68090	NP_080829
130808	O35089	ENSMUSG00000024873	12794	NP_034050
130852	Q9D1G1	ENSMUSG00000024870	76308	NP_083852
144470	Q91VF5	ENSMUSG00000034164	140703	NP_542162
394198	Q61820	ENSMUSG00000083649	19428	NP_033054
131026	Q8K212	ENSMUSG00000024855	107975	NP_694769
134207	Q9D6Y1	ENSMUSG00000026676	74186	NP_083080
128002	Q5EG47	ENSMUSG00000050697	105787	NP_001013385
128047	P52430	ENSMUSG00000002588	18979	NP_035264
128015	Q9D6K7	ENSMUSG00000022151	67515	NP_080489
144616	Q99N43	ENSMUSG00000020393	84035	NP_115772
131035	Q8BJ48	ENSMUSG00000023143	27426	NP_038824
131074	Q3UST5	ENSMUSG00000051669	239691	NP_001028392
128059	Q62087	ENSMUSG00000029759	269823	NP_766594
131133	Q921Q3	ENSMUSG00000039427	208211	NP_663337
131204	Q3UZW7	ENSMUSG00000022544	70511	NP_081722
128084	Q62086	ENSMUSG00000032667	330260	NP_899131
131219	P61315	ENSMUSG00000047658	545276	NP_001019888
131590	P29452	ENSMUSG00000025888	12362	NP_033937
131657	P70343	ENSMUSG00000033538	12363	NP_031635
131236	Q91ZR5	ENSMUSG00000038498	225865	NP_647462
131695	O08736	ENSMUSG00000025887	12364	NP_033938
131373	Q3THJ3	ENSMUSG00000024841	69860	NP_081512
131415	Q9Z315	ENSMUSG00000039148	20227	NP_058578
128118	Q9WV71	ENSMUSG00000042607	65255	NP_075535
132970	Q8VCR3	ENSMUSG00000004945	70544	NP_081733
131618	P48755	ENSMUSG00000024912	14283	NP_034365
702325	Q6PDY0	ENSMUSG00000095098	240514	NP_941018
131698	P56203	ENSMUSG00000024910	13041	NP_034115
128710	Q9Z304	ENSMUSG00000044597	17870	NP_034980
131880	Q91ZJ0	ENSMUSG00000024906	71711	NP_082153
128156	O70571	ENSMUSG00000019577	27273	NP_038771
131972	P18760	ENSMUSG00000056201	12631	NP_031713
133040	Q8BQQ1	ENSMUSG00000034265	224454	NP_666185
131996	Q80ZJ7	ENSMUSG00000056185	225861	NP_001019731
144745	O35426	ENSMUSG00000020484	22433	NP_038870
144782	Q6PB51	ENSMUSG00000020482	104479	NP_598794
132694	Q8K013	ENSMUSG00000040464	207704	NP_694756
132080	Q9WTJ2	ENSMUSG00000024922	18426	NP_064319
132116	Q3TAP4	ENSMUSG00000049562	381201	NP_001028620
132743	Q8BH53	ENSMUSG00000040473	207686	NP_766035
127909	Q64318	ENSMUSG00000024238	21417	NP_035676
130516	Q8R411	ENSMUSG00000046916	68632	NP_081069
132144	Q9CQ18	ENSMUSG00000024925	68209	NP_080892
132298	Q04207	ENSMUSG00000024927	19697	NP_033071
130461	P32648	ENSMUSG00000019772	22353	NP_035832
128554	Q8C739	ENSMUSG00000049119	242297	NP_775602
132530	Q8VI59	ENSMUSG00000054874	104401	NP_659117
132706	Q80XI6	ENSMUSG00000004054	26403	NP_071295
144928	Q9CQV5	ENSMUSG00000020477	64660	NP_080356
132785	Q9Z2T1	ENSMUSG00000024936	16530	NP_034739
253522	P56873	ENSMUSG00000079478	56390	NP_065237
132983	Q9CWR7	ENSMUSG00000015652	70358	NP_081675
133326	Q9EQC5	ENSMUSG00000024941	78891	NP_076401
134343	Q8CII2	ENSMUSG00000039128	98828	NP_598598
130439	Q7TSG3	ENSMUSG00000019773	67141	NP_080271
145227	O70250	ENSMUSG00000020475	56012	NP_061358
130406	Q8BJU9	ENSMUSG00000019774	108853	NP_780583
145248	Q9JIW4	ENSMUSG00000020474	54125	NP_059097
133136	Q91VH2	ENSMUSG00000002365	66616	NP_079940
134470	Q9JKX6	ENSMUSG00000025817	53893	NP_058614
133411	Q3UFK8	ENSMUSG00000024816	67457	NP_080445
128907	O08584	ENSMUSG00000000078	23849	NP_035933
134544	Q9JLR1	ENSMUSG00000025816	57743	NP_067280
145597	O35654	ENSMUSG00000020471	18972	NP_032920
133448	Q8CFJ7	ENSMUSG00000024818	107375	NP_598915
133540	Q7TM95	ENSMUSG00000044390	332359	NP_941036
134590	A2ATU0	ENSMUSG00000025815	209692	NP_001074600
145645	Q9QVP4	ENSMUSG00000020469	17898	NP_075017
131862	P49681	ENSMUSG00000033774	226304	NP_034472
133622	Q8JZX9	ENSMUSG00000045664	104252	NP_081048
145750	Q9CQW1	ENSMUSG00000002741	56418	NP_062635
133832	Q80UJ1	ENSMUSG00000037451	381203	NP_941052
140444	Q3TKR3	ENSMUSG00000034690	83564	NP_113566
134202	Q9CQ40	ENSMUSG00000007338	18120	NP_080522
216214	Q9QY66	ENSMUSG00000075227	29805	NP_038887
134291	Q71KT5	ENSMUSG00000024799	73166	NP_082730
134384	Q3UVL4	ENSMUSG00000024797	68505	NP_001074510
133543	Q8K2X8	ENSMUSG00000034345	66467	NP_852057
134436	Q9DB43	ENSMUSG00000024792	81909	NP_077193
134504	Q9CPY3	ENSMUSG00000024791	67849	NP_080686
146340	Q8R1N4	ENSMUSG00000053838	209586	NP_776109
134521	Q7M758	ENSMUSG00000054999	381204	NP_001009546
134632	Q91WE1	ENSMUSG00000024787	69024	NP_081188
140517	Q8BIF9	ENSMUSG00000046792	67109	NP_001013030
134695	Q9D0J4	ENSMUSG00000024944	56327	NP_062696
134741	Q8R1H8	ENSMUSG00000039699	74481	NP_083243
131794	Q925I7	ENSMUSG00000032006	71785	NP_082200
134749	Q9D992	ENSMUSG00000024786	622554	NP_001159391
134984	Q9D7J9	ENSMUSG00000039063	67856	NP_077170
128560	Q0KL01	ENSMUSG00000028243	68053	NP_080810
140624	Q810H5	ENSMUSG00000034660	232836	NP_821171
127944	Q61768	ENSMUSG00000006740	16573	NP_032474
131892	Q9ESK9	ENSMUSG00000025907	12421	NP_033956
146406	Q6T3U4	ENSMUSG00000020447	237636	NP_997125
134780	Q925Q5	ENSMUSG00000024784	170458	NP_569720
134907	Q6P4T0	ENSMUSG00000024773	329015	NP_919329
146550	Q9D0R4	ENSMUSG00000004393	52513	NP_080814
131828	Q9DAF3	ENSMUSG00000047619	71829	NP_082218
128572	Q64505	ENSMUSG00000028240	13122	NP_031850
146658	Q8R1V4	ENSMUSG00000004394	103694	NP_598781
135500	Q9WVK4	ENSMUSG00000024772	13660	NP_034249
140728	Q2TL60	ENSMUSG00000054893	384763	NP_001020099
135604	Q80UW5	ENSMUSG00000024769	240505	NP_001028514
128773	Q9Z0L4	ENSMUSG00000023279	12155	NP_033887
140774	Q3V080	ENSMUSG00000030443	213011	NP_001028421
140888	P10078	ENSMUSG00000062861	22690	NP_780456
136275	Q9WUB3	ENSMUSG00000032648	19309	NP_035354
128647	O35242	ENSMUSG00000028245	18201	NP_035075
136381	Q9QUG9	ENSMUSG00000032946	19395	NP_035372
128787	Q1W617	ENSMUSG00000068270	208431	NP_001035549
147812	Q3THW5	ENSMUSG00000041126	77605	NP_084214
128081	P06683	ENSMUSG00000022149	12279	NP_038513
709967	O35295	ENSMUSG00000094483	19291	NP_035351
718329	Q60889	ENSMUSG00000096228	18349	NP_667125
147927	Q5SUA5	ENSMUSG00000020437	246177	NP_848534
136697	Q8CFZ5	ENSMUSG00000061742	20521	NP_033229
128939	Q8K411	ENSMUSG00000021193	69617	NP_660113
128235	P60897	ENSMUSG00000042541	20422	NP_033195
128115	O35601	ENSMUSG00000022148	23880	NP_035945
148395	Q5SWP3	ENSMUSG00000041073	192950	NP_001075121
148614	Q9WUP1	ENSMUSG00000041046	56089	NP_062384
128779	Q66JW3	ENSMUSG00000041272	252838	NP_663757
141100	Q3URU2	ENSMUSG00000002265	18616	NP_032843
128168	Q6QI06	ENSMUSG00000050310	78757	NP_084444
134163	P26040	ENSMUSG00000052397	22350	NP_033536
130147	P42866	ENSMUSG00000000766	18390	NP_001034741
128241	O70458	ENSMUSG00000022146	18414	NP_035149
136793	Q9Z2B9	ENSMUSG00000024952	56613	NP_064308
136876	Q4QRL3	ENSMUSG00000047810	78317	NP_001074760
128244	P70397	ENSMUSG00000029754	13396	NP_034187
134396	Q9DA80	ENSMUSG00000023806	100037282	NP_001077414
136962	P99029	ENSMUSG00000024953	54683	NP_036151
128041	Q8BIA3	ENSMUSG00000061013	210719	NP_808263
137086	O08580	ENSMUSG00000024955	26379	NP_031979
137128	Q9CQP8	ENSMUSG00000050623	67077	NP_001034583
137165	O88454	ENSMUSG00000024957	16528	NP_032457
131859	Q45VK7	ENSMUSG00000047193	110350	NP_084127
134439	P0CAX8	ENSMUSG00000052031	380608	NP_671511
128285	Q8BQU3	ENSMUSG00000042505	71238	NP_001071181
137642	Q62084	ENSMUSG00000056612	18938	NP_032915
137778	Q9D844	ENSMUSG00000024963	57431	NP_065591
137829	Q9DD16	ENSMUSG00000037349	68323	NP_080951
137887	Q8K3A2	ENSMUSG00000047656	107328	NP_705825
137957	Q8K1B8	ENSMUSG00000024965	108101	NP_722490
138159	Q60864	ENSMUSG00000024966	20867	NP_058017
138234	Q922B1	ENSMUSG00000036278	107227	NP_598908
148675	O88444	ENSMUSG00000020431	432530	NP_033752
128056	B2RY50	ENSMUSG00000061802	74934	NP_001074862
132216	P59913	ENSMUSG00000051285	319263	NP_898849
129959	Q8BMA3	ENSMUSG00000015202	215748	NP_766134
134649	Q9WUT3	ENSMUSG00000023809	20112	NP_035429
132315	Q9CXV9	ENSMUSG00000032002	76863	NP_084051
148835	P47876	ENSMUSG00000020429	16006	NP_032367
138319	Q7TQI3	ENSMUSG00000024767	107260	NP_598911
148893	P47878	ENSMUSG00000020427	16009	NP_032369
138411	Q8VE10	ENSMUSG00000024764	70999	NP_081919
138489	Q8C796	ENSMUSG00000024968	104383	NP_473389
132353	P33435	ENSMUSG00000050578	17386	NP_032633
141586	Q61418	ENSMUSG00000000605	12727	NP_035464
133062	Q9D5W8	ENSMUSG00000040514	70920	NP_081879
132400	P34960	ENSMUSG00000049723	17381	NP_032631
248960	A4Q9E4	ENSMUSG00000079722	100216474	NP_001091737
130473	P63248	ENSMUSG00000027499	18767	NP_032888
215064	Q8CEG8	ENSMUSG00000046269	54651	NP_062334
138735	Q4VA45	ENSMUSG00000053080	108899	NP_780590
132579	P28862	ENSMUSG00000043613	17392	NP_034939
132664	Q9EPL5	ENSMUSG00000043089	83995	NP_114395
132751	O55123	ENSMUSG00000047562	17384	NP_062344
130532	Q8BJH1	ENSMUSG00000043542	67306	NP_775273
128294	P41539	ENSMUSG00000061762	21333	NP_033337
139232	Q8R3U1	ENSMUSG00000060675	225845	NP_644675
132838	O70138	ENSMUSG00000005800	17394	NP_032637
130583	P10168	ENSMUSG00000040329	16196	NP_032397
132334	Q8CB67	ENSMUSG00000019796	237253	NP_766372
129006	Q9JIG7	ENSMUSG00000031143	54638	NP_613069
139287	Q91VD1	ENSMUSG00000024972	56072	NP_062389
139452	Q9CPX5	ENSMUSG00000024973	66727	NP_080007
132967	P57748	ENSMUSG00000018620	30800	NP_038931
132359	P23506	ENSMUSG00000019795	18537	NP_032812
129240	Q62277	ENSMUSG00000031144	20977	NP_033331
132439	P59235	ENSMUSG00000040034	69912	NP_663752
129304	Q9R1Q7	ENSMUSG00000031146	18824	NP_062729
129312	Q4KL35	ENSMUSG00000031147	54634	NP_061302
132500	Q8BYR2	ENSMUSG00000040021	16798	NP_034820
133010	Q10738	ENSMUSG00000018623	17393	NP_034940
129347	Q56A08	ENSMUSG00000031148	209416	NP_776108
129389	Q9JIG8	ENSMUSG00000031149	54637	NP_613068
133065	Q91Z22	ENSMUSG00000050912	71929	NP_598500
132594	Q91WR6	ENSMUSG00000040006	215751	NP_663393
132685	Q9CXG3	ENSMUSG00000015757	67418	NP_080417
128378	P48540	ENSMUSG00000022144	14573	NP_034405
