InnateDB ID	UNIPROT	ENSEMBL	Entrez ID	RefSeq
645246	Q2KJ56	ENSBTAG00000025853	535311	NP_001069520
629057	A6QQC6	ENSBTAG00000012456	513430	NP_001095444
629653	A1A4J7	ENSBTAG00000003365	522040	NP_001073755
628678	P82908	ENSBTAG00000011045	613835	NP_001030515
628680	Q3T0L1	ENSBTAG00000014246	505284	NP_001029408
631408	Q0P5C2	ENSBTAG00000004881	517539	NP_001069223
630389	Q32LM6	ENSBTAG00000011367	528379	NP_001073070
636993	Q17Q87	ENSBTAG00000026376	615361	NP_001107194
628682	Q1LZG6	ENSBTAG00000014239	327679	NP_001039337
629755	A5PJF6	ENSBTAG00000018770	505213	NP_001092341
629659	Q2KJ61	ENSBTAG00000002730	784720	NP_001124234
630146	Q3SZR8	ENSBTAG00000040006	540276	NP_001029872
631412	Q3SZ84	ENSBTAG00000015193	614629	NP_001030529
629683	Q2YDI3	ENSBTAG00000019806	616180	NP_001072978
645252	Q2HJ44	ENSBTAG00000006751	533862	NP_001039826
630774	Q3T166	ENSBTAG00000012884	504879	NP_001029399
637025	A4FV97	ENSBTAG00000014588	508948	NP_001014876
629364	Q17QL9	ENSBTAG00000010376	504966	NP_001068648
629711	A5PJQ2	ENSBTAG00000019636	516087	NP_001095969
628666	Q9BH11	ENSBTAG00000026085	280965	NP_776400
637356	P51867	ENSBTAG00000010785	282488	NP_777087
630252	Q5E992	ENSBTAG00000002376	508179	NP_001014869
629365	P21450	ENSBTAG00000013674	281749	NP_776733
630013	Q2HJ57	ENSBTAG00000016315	617165	NP_001040058
628692	Q9TTR7	ENSBTAG00000018007	281945	NP_776827
630281	Q58D34	ENSBTAG00000002092	507058	NP_001019658
630016	Q3B7M1	ENSBTAG00000008385	768061	NP_001070586
630022	A5PJS6	ENSBTAG00000009446	510164	NP_001092394
629742	Q3SZX8	ENSBTAG00000006547	507275	NP_001030216
629776	Q3ZBL5	ENSBTAG00000016710	516595	NP_001029691
629778	Q0VCK9	ENSBTAG00000011623	508631	NP_001068836
645264	Q3SWW8	ENSBTAG00000012866	541281	NP_001029900
630356	A5PJK7	ENSBTAG00000008763	783116	NP_001092658
630027	A6QLZ7	ENSBTAG00000021176	505329	NP_001093769
629080	Q7YRQ8	ENSBTAG00000015844	360007	NP_877589
629759	P17697	ENSBTAG00000005574	280750	NP_776327
630304	Q9N0P9	ENSBTAG00000000396	281402	NP_776569
629081	P02698	ENSBTAG00000002674	281796	NP_776752
629797	Q6TJY3	ENSBTAG00000016851	404181	NP_991385
629084	Q5E9F0	ENSBTAG00000000820	511812	NP_001019694
628626	P17404	ENSBTAG00000025502	281683	NP_776694
628629	Q2KIK0	ENSBTAG00000002137	515509	NP_001039668
628643	A0JN51	ENSBTAG00000007356	505251	NP_001071321
631538	Q2NKZ1	ENSBTAG00000012756	514355	NP_001039636
630093	Q1RMK1	ENSBTAG00000020836	768078	NP_001070602
629762	A7MB05	ENSBTAG00000013974	510133	NP_001094541
630328	Q2HJ46	ENSBTAG00000008321	515933	NP_001039681
630333	A2VE39	ENSBTAG00000017091	509620	NP_001075899
647655	A1A4Q4	ENSBTAG00000033884	615251	NP_001157275
628689	P23727	ENSBTAG00000010989	282307	NP_777000
630341	A1A4P9	ENSBTAG00000012069	507353	NP_001073705
629763	Q02367	ENSBTAG00000005907	327665	NP_786981
645292	A5PJN2	ENSBTAG00000015716	100125317	NP_001096818
628652	Q3MHI7	ENSBTAG00000012260	504754	NP_001030185
637080	Q58DC0	ENSBTAG00000007142	537938	NP_001026941
631591	Q17QK8	ENSBTAG00000021961	533836	NP_001069471
629088	P02465	ENSBTAG00000013472	282188	NP_776945
644299	Q599T9	ENSBTAG00000000563	444881	NP_001014404
630164	P00423	ENSBTAG00000016079	281090	NP_001001439
644323	Q3SYZ6	ENSBTAG00000011278	515146	NP_001029655
644140	Q2KJI3	ENSBTAG00000020801	510019	NP_001039512
645311	Q8MJJ1	ENSBTAG00000011540	404069	NP_991341
645316	O77480	ENSBTAG00000021630	286855	NP_001159995
645322	A0JNM1	ENSBTAG00000003737	507185	NP_001071335
630422	A5PJN1	ENSBTAG00000036282	615189	NP_001092860
636741	Q2YDG3	ENSBTAG00000019511	514926	NP_001073743
647083	Q3ZBL0	ENSBTAG00000034506	522621	NP_001035633
636753	Q2KHX4	ENSBTAG00000019508	614128	NP_001039989
642664	Q02368	ENSBTAG00000012634	338065	NP_788833
642665	Q3ZCD7	ENSBTAG00000012632	614105	NP_001029920
642669	Q3MI00	ENSBTAG00000016874	538426	NP_001028935
631636	E1BHJ4	ENSBTAG00000012212	540868	NP_001179722
645375	A7YY55	ENSBTAG00000015155	100125237	NP_001096786
630183	Q2KI24	ENSBTAG00000012446	509897	NP_001039507
642677	A1A4I4	ENSBTAG00000017037	509080	NP_001073715
630379	A4IFG2	ENSBTAG00000000529	505504	NP_001121970
645379	Q5EA76	ENSBTAG00000015158	534159	NP_001015652
